A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals
Torino,AC Milan,1,1,10,6,2017/2018,1,2
Verona,Sassuolo,0,1,19,16,2017/2018,1,1
AC Milan,Benevento,0,1,6,20,2017/2018,1,1
SPAL 2013,Roma,0,3,17,4,2017/2018,1,3
Sassuolo,Fiorentina,1,0,13,8,2017/2018,1,1
Atalanta,Torino,2,1,7,10,2017/2018,1,3
Cagliari,Bologna,0,0,15,11,2017/2018,1,0
Chievo,Inter,1,2,16,5,2017/2018,1,3
Juventus,Napoli,0,1,1,2,2017/2018,1,1
Lazio,Sampdoria,4,0,5,9,2017/2018,1,4
Udinese,Crotone,1,2,14,18,2017/2018,1,3
Genoa,Verona,3,1,12,19,2017/2018,1,4
Inter,Juventus,2,3,5,1,2017/2018,1,5
Roma,Chievo,4,1,4,16,2017/2018,1,5
Atalanta,Genoa,3,1,6,11,2017/2018,1,4
Benevento,Udinese,3,3,20,14,2017/2018,1,6
Bologna,AC Milan,1,2,12,7,2017/2018,1,3
Crotone,Sassuolo,4,1,17,13,2017/2018,1,5
Fiorentina,Napoli,3,0,8,2,2017/2018,1,3
Sampdoria,Cagliari,4,1,9,16,2017/2018,1,5
Torino,Lazio,0,1,10,4,2017/2018,1,1
Verona,SPAL 2013,1,3,19,18,2017/2018,1,4
AC Milan,Verona,4,1,7,19,2017/2018,1,5
Juventus,Bologna,3,1,1,12,2017/2018,1,4
Cagliari,Roma,0,1,16,4,2017/2018,1,1
Chievo,Crotone,2,1,18,15,2017/2018,1,3
Genoa,Fiorentina,2,3,11,8,2017/2018,1,5
Lazio,Atalanta,1,1,4,7,2017/2018,1,2
Napoli,Torino,2,2,2,10,2017/2018,1,4
SPAL 2013,Benevento,2,0,18,20,2017/2018,1,2
Sassuolo,Sampdoria,1,0,13,9,2017/2018,1,1
Udinese,Inter,0,4,15,5,2017/2018,1,4
Benevento,Genoa,1,0,20,11,2017/2018,1,1
Inter,Sassuolo,1,2,5,12,2017/2018,1,3
Atalanta,AC Milan,1,1,7,6,2017/2018,1,2
Bologna,Chievo,1,2,13,16,2017/2018,1,3
Crotone,Lazio,2,2,17,4,2017/2018,1,4
Fiorentina,Cagliari,0,1,8,18,2017/2018,1,1
Roma,Juventus,0,0,3,1,2017/2018,1,0
Sampdoria,Napoli,0,2,9,2,2017/2018,1,2
Torino,SPAL 2013,2,1,10,16,2017/2018,1,3
Verona,Udinese,0,1,19,18,2017/2018,1,1
Juventus,Verona,2,1,1,19,2017/2018,1,3
AC Milan,Fiorentina,5,1,6,8,2017/2018,1,6
Cagliari,Atalanta,1,0,16,7,2017/2018,1,1
Chievo,Benevento,1,0,16,20,2017/2018,1,1
Genoa,Torino,1,2,12,10,2017/2018,1,3
Lazio,Inter,2,3,4,5,2017/2018,1,5
Napoli,Crotone,2,1,2,18,2017/2018,1,3
SPAL 2013,Sampdoria,3,1,17,10,2017/2018,1,4
Sassuolo,Roma,0,1,11,3,2017/2018,1,1
Udinese,Bologna,1,0,17,14,2017/2018,1,1
Chievo,Juventus,2,3,5,11,2018/2019,1,5
Lazio,Napoli,1,2,11,12,2018/2019,1,3
Bologna,SPAL 2013,0,1,5,14,2018/2019,1,1
Empoli,Cagliari,2,0,7,6,2018/2019,1,2
Parma Calcio 1913,Udinese,2,2,11,16,2018/2019,1,4
Sassuolo,Inter,1,0,15,12,2018/2019,1,1
Torino,Roma,0,1,15,13,2018/2019,1,1
Atalanta,Frosinone,4,0,10,12,2018/2019,1,4
Juventus,Lazio,2,0,3,17,2018/2019,1,2
Napoli,AC Milan,3,2,4,10,2018/2019,1,5
Cagliari,Sassuolo,2,2,18,7,2018/2019,1,4
Fiorentina,Chievo,6,1,11,16,2018/2019,1,7
Frosinone,Bologna,0,0,19,15,2018/2019,1,0
Genoa,Empoli,2,1,14,6,2018/2019,1,3
Inter,Torino,2,2,17,18,2018/2019,1,4
SPAL 2013,Parma Calcio 1913,1,0,9,10,2018/2019,1,1
Udinese,Sampdoria,1,0,10,17,2018/2019,1,1
Roma,Atalanta,3,3,10,7,2018/2019,1,6
AC Milan,Roma,2,1,17,5,2018/2019,1,3
Bologna,Inter,0,3,12,13,2018/2019,1,3
Parma Calcio 1913,Juventus,1,2,13,1,2018/2019,1,3
Atalanta,Cagliari,0,1,4,14,2018/2019,1,1
Chievo,Empoli,0,0,20,11,2018/2019,1,0
Fiorentina,Udinese,1,0,11,8,2018/2019,1,1
Lazio,Frosinone,1,0,20,17,2018/2019,1,1
Sampdoria,Napoli,3,0,20,3,2018/2019,1,3
Torino,SPAL 2013,1,0,16,4,2018/2019,1,1
Frosinone,Sampdoria,0,5,19,13,2018/2019,1,5
Inter,Parma Calcio 1913,0,1,8,17,2018/2019,1,1
Napoli,Fiorentina,1,0,6,4,2018/2019,1,1
Cagliari,AC Milan,1,1,13,15,2018/2019,1,2
Empoli,Lazio,0,1,9,17,2018/2019,1,1
Genoa,Bologna,1,0,17,18,2018/2019,1,1
Juventus,Sassuolo,2,1,1,3,2018/2019,1,3
Roma,Chievo,2,2,14,19,2018/2019,1,4
Udinese,Torino,1,1,16,15,2018/2019,1,2
SPAL 2013,Atalanta,2,0,6,13,2018/2019,1,2
Sampdoria,Fiorentina,1,1,5,6,2018/2019,1,2
Sassuolo,Empoli,3,1,6,16,2018/2019,1,4
Fiorentina,SPAL 2013,3,0,6,3,2018/2019,1,3
Parma Calcio 1913,Cagliari,2,0,16,12,2018/2019,1,2
Sampdoria,Inter,0,1,6,15,2018/2019,1,1
AC Milan,Atalanta,2,2,16,15,2018/2019,1,4
Bologna,Roma,2,0,19,13,2018/2019,1,2
Chievo,Udinese,0,2,19,14,2018/2019,1,2
Frosinone,Juventus,0,2,20,1,2018/2019,1,2
Lazio,Genoa,4,1,11,10,2018/2019,1,5
Torino,Napoli,1,3,14,5,2018/2019,1,4
Inter,Fiorentina,2,1,9,3,2018/2019,1,3
Atalanta,Torino,0,0,12,15,2018/2019,1,0
Cagliari,Sampdoria,0,0,16,9,2018/2019,1,0
Genoa,Chievo,2,0,14,19,2018/2019,1,2
Juventus,Bologna,2,0,1,18,2018/2019,1,2
Napoli,Parma Calcio 1913,3,0,2,11,2018/2019,1,3
Roma,Frosinone,4,0,16,20,2018/2019,1,4
Udinese,Lazio,1,2,11,6,2018/2019,1,3
Empoli,AC Milan,1,1,17,16,2018/2019,1,2
SPAL 2013,Sassuolo,0,2,7,5,2018/2019,1,2
Inter,Cagliari,2,0,6,16,2018/2019,1,2
Juventus,Napoli,3,1,1,2,2018/2019,1,4
Roma,Lazio,3,1,10,5,2018/2019,1,4
Bologna,Udinese,2,1,18,11,2018/2019,1,3
Chievo,Torino,0,1,19,16,2018/2019,1,1
Fiorentina,Atalanta,2,0,7,15,2018/2019,1,2
Frosinone,Genoa,1,2,20,8,2018/2019,1,3
Parma Calcio 1913,Empoli,1,0,13,18,2018/2019,1,1
Sassuolo,AC Milan,1,4,4,15,2018/2019,1,5
Sampdoria,SPAL 2013,2,1,13,12,2018/2019,1,3
Torino,Frosinone,3,2,12,20,2018/2019,1,5
Cagliari,Bologna,2,0,17,15,2018/2019,1,2
Empoli,Roma,0,2,18,10,2018/2019,1,2
Udinese,Juventus,0,2,15,1,2018/2019,1,2
AC Milan,Chievo,3,1,12,19,2018/2019,1,4
Atalanta,Sampdoria,0,1,17,11,2018/2019,1,1
Genoa,Parma Calcio 1913,1,3,10,12,2018/2019,1,4
Lazio,Fiorentina,1,0,10,5,2018/2019,1,1
Napoli,Sassuolo,2,0,2,8,2018/2019,1,2
SPAL 2013,Inter,1,2,14,7,2018/2019,1,3
Juventus,Genoa,1,1,1,12,2018/2019,1,2
Roma,SPAL 2013,0,2,6,14,2018/2019,1,2
Udinese,Napoli,0,3,15,2,2018/2019,1,3
Bologna,Torino,2,2,16,12,2018/2019,1,4
Chievo,Atalanta,1,5,19,17,2018/2019,1,6
Fiorentina,Cagliari,1,1,7,15,2018/2019,1,2
Frosinone,Empoli,3,3,20,18,2018/2019,1,6
Inter,AC Milan,1,0,3,12,2018/2019,1,1
Parma Calcio 1913,Lazio,0,2,8,4,2018/2019,1,2
Sampdoria,Sassuolo,0,0,6,8,2018/2019,1,0
Atalanta,Parma Calcio 1913,3,0,15,10,2018/2019,1,3
Empoli,Juventus,1,2,18,1,2018/2019,1,3
Torino,Fiorentina,1,1,9,6,2018/2019,1,2
AC Milan,Sampdoria,3,2,13,6,2018/2019,1,5
Cagliari,Chievo,2,1,15,19,2018/2019,1,3
Genoa,Udinese,2,2,12,16,2018/2019,1,4
Napoli,Roma,1,1,2,8,2018/2019,1,2
SPAL 2013,Frosinone,0,3,15,20,2018/2019,1,3
Sassuolo,Bologna,2,2,9,17,2018/2019,1,4
Lazio,Inter,0,3,4,3,2018/2019,1,3
AC Milan,Genoa,2,1,7,11,2018/2019,1,3
Napoli,Empoli,5,1,3,18,2018/2019,1,6
Fiorentina,Roma,1,1,6,8,2018/2019,1,2
Inter,Genoa,5,0,3,11,2018/2019,1,5
Juventus,Cagliari,3,1,1,12,2018/2019,1,4
Bologna,Atalanta,1,2,17,14,2018/2019,1,3
Chievo,Sassuolo,0,2,20,10,2018/2019,1,2
Lazio,SPAL 2013,4,1,6,15,2018/2019,1,5
Parma Calcio 1913,Frosinone,0,0,14,19,2018/2019,1,0
Sampdoria,Torino,1,4,9,11,2018/2019,1,5
Udinese,AC Milan,0,1,16,5,2018/2019,1,1
Frosinone,Fiorentina,1,1,19,8,2018/2019,1,2
Genoa,Napoli,1,2,13,3,2018/2019,1,3
SPAL 2013,Cagliari,2,2,15,14,2018/2019,1,4
Torino,Parma Calcio 1913,1,2,8,13,2018/2019,1,3
AC Milan,Juventus,0,2,4,1,2018/2019,1,2
Atalanta,Inter,4,1,11,3,2018/2019,1,5
Chievo,Bologna,2,2,20,17,2018/2019,1,4
Empoli,Udinese,2,1,19,17,2018/2019,1,3
Roma,Sampdoria,4,1,11,12,2018/2019,1,5
Sassuolo,Lazio,1,1,8,5,2018/2019,1,2
Inter,Frosinone,3,0,3,19,2018/2019,1,3
Juventus,SPAL 2013,2,0,1,15,2018/2019,1,2
Udinese,Roma,1,0,17,6,2018/2019,1,1
Bologna,Fiorentina,0,0,17,9,2018/2019,1,0
Empoli,Atalanta,3,2,18,8,2018/2019,1,5
Genoa,Sampdoria,1,1,14,12,2018/2019,1,2
Lazio,AC Milan,1,1,4,5,2018/2019,1,2
Napoli,Chievo,0,0,3,20,2018/2019,1,0
Parma Calcio 1913,Sassuolo,2,1,11,7,2018/2019,1,3
Cagliari,Torino,0,0,14,11,2018/2019,1,0
Fiorentina,Juventus,0,3,10,1,2018/2019,1,3
SPAL 2013,Empoli,2,2,15,17,2018/2019,1,4
Sampdoria,Bologna,4,1,12,18,2018/2019,1,5
AC Milan,Parma Calcio 1913,2,1,5,6,2018/2019,1,3
Chievo,Lazio,1,1,20,5,2018/2019,1,2
Frosinone,Cagliari,1,1,19,13,2018/2019,1,2
Roma,Inter,2,2,7,3,2018/2019,1,4
Sassuolo,Udinese,0,0,9,17,2018/2019,1,0
Torino,Genoa,2,1,12,14,2018/2019,1,3
Atalanta,Napoli,1,2,11,3,2018/2019,1,3
Juventus,Inter,1,0,1,3,2018/2019,1,1
Cagliari,Roma,2,2,13,7,2018/2019,1,4
Lazio,Sampdoria,2,2,5,10,2018/2019,1,4
Napoli,Frosinone,4,0,2,19,2018/2019,1,4
AC Milan,Torino,0,0,4,7,2018/2019,1,0
Empoli,Bologna,2,1,17,18,2018/2019,1,3
Genoa,SPAL 2013,1,1,15,16,2018/2019,1,2
Parma Calcio 1913,Chievo,1,1,10,20,2018/2019,1,2
Sassuolo,Fiorentina,3,3,10,12,2018/2019,1,6
Udinese,Atalanta,1,3,17,12,2018/2019,1,4
Inter,Udinese,1,0,3,17,2018/2019,1,1
Torino,Juventus,0,1,6,1,2018/2019,1,1
Cagliari,Napoli,0,1,13,2,2018/2019,1,1
Fiorentina,Empoli,3,1,12,14,2018/2019,1,4
Frosinone,Sassuolo,0,2,19,10,2018/2019,1,2
Roma,Genoa,3,2,10,15,2018/2019,1,5
SPAL 2013,Chievo,0,0,16,20,2018/2019,1,0
Sampdoria,Parma Calcio 1913,2,0,12,11,2018/2019,1,2
Atalanta,Lazio,1,0,11,5,2018/2019,1,1
Bologna,AC Milan,0,0,18,4,2018/2019,1,0
AC Milan,Fiorentina,0,1,4,10,2018/2019,1,1
Chievo,Inter,1,1,20,3,2018/2019,1,2
Empoli,Sampdoria,2,4,14,10,2018/2019,1,6
Genoa,Atalanta,3,1,16,8,2018/2019,1,4
Juventus,Roma,1,0,1,9,2018/2019,1,1
Lazio,Cagliari,3,1,7,14,2018/2019,1,4
Napoli,SPAL 2013,1,0,2,15,2018/2019,1,1
Parma Calcio 1913,Bologna,0,0,12,18,2018/2019,1,0
Sassuolo,Torino,1,1,10,11,2018/2019,1,2
Udinese,Frosinone,1,1,17,20,2018/2019,1,2
Atalanta,Juventus,2,2,9,1,2018/2019,1,4
Bologna,Lazio,0,2,18,4,2018/2019,1,2
Cagliari,Genoa,1,0,14,13,2018/2019,1,1
Fiorentina,Parma Calcio 1913,0,1,8,12,2018/2019,1,1
Frosinone,AC Milan,0,0,19,5,2018/2019,1,0
Inter,Napoli,1,0,3,2,2018/2019,1,1
Roma,Sassuolo,3,1,11,9,2018/2019,1,4
SPAL 2013,Udinese,0,0,16,17,2018/2019,1,0
Sampdoria,Chievo,2,0,7,20,2018/2019,1,2
Torino,Empoli,3,0,12,16,2018/2019,1,3
AC Milan,SPAL 2013,2,1,6,15,2018/2019,1,3
Chievo,Frosinone,1,0,20,19,2018/2019,1,1
Empoli,Inter,0,1,16,3,2018/2019,1,1
Genoa,Fiorentina,0,0,14,10,2018/2019,1,0
Juventus,Sampdoria,2,1,1,6,2018/2019,1,3
Lazio,Torino,1,1,4,9,2018/2019,1,2
Napoli,Bologna,3,2,2,18,2018/2019,1,5
Parma Calcio 1913,Roma,0,2,12,7,2018/2019,1,2
Udinese,Cagliari,2,0,17,13,2018/2019,1,2
Inter,Sassuolo,0,0,3,11,2018/2019,1,0
Roma,Torino,3,2,6,9,2018/2019,1,5
Udinese,Parma Calcio 1913,1,2,15,12,2018/2019,1,3
Cagliari,Empoli,2,2,13,17,2018/2019,1,4
Fiorentina,Sampdoria,3,3,11,7,2018/2019,1,6
Frosinone,Atalanta,0,5,20,8,2018/2019,1,5
Napoli,Lazio,2,1,2,5,2018/2019,1,3
SPAL 2013,Bologna,1,1,16,18,2018/2019,1,2
Genoa,AC Milan,0,2,14,7,2018/2019,1,2
Juventus,Chievo,3,0,1,19,2018/2019,1,3
AC Milan,Napoli,0,0,4,2,2018/2019,1,0
Sampdoria,Udinese,4,0,8,15,2018/2019,1,4
Sassuolo,Cagliari,3,0,12,13,2018/2019,1,3
Atalanta,Roma,3,3,8,6,2018/2019,1,6
Bologna,Frosinone,0,4,18,20,2018/2019,1,4
Chievo,Fiorentina,3,4,20,11,2018/2019,1,7
Lazio,Juventus,1,2,8,1,2018/2019,1,3
Parma Calcio 1913,SPAL 2013,2,3,11,15,2018/2019,1,5
Torino,Inter,1,0,12,3,2018/2019,1,1
Empoli,Genoa,1,3,17,15,2018/2019,1,4
Empoli,Chievo,2,2,17,20,2018/2019,1,4
Juventus,Parma Calcio 1913,3,3,1,12,2018/2019,1,6
Napoli,Sampdoria,3,0,2,6,2018/2019,1,3
Genoa,Sassuolo,1,1,13,11,2018/2019,1,2
Inter,Bologna,0,1,3,18,2018/2019,1,1
Roma,AC Milan,1,1,5,4,2018/2019,1,2
SPAL 2013,Torino,0,0,15,10,2018/2019,1,0
Udinese,Fiorentina,1,1,16,10,2018/2019,1,2
Cagliari,Atalanta,0,1,15,7,2018/2019,1,1
Frosinone,Lazio,0,1,19,8,2018/2019,1,1
Lazio,Empoli,1,0,7,17,2018/2019,1,1
Chievo,Roma,0,3,20,7,2018/2019,1,3
Fiorentina,Napoli,0,0,9,2,2018/2019,1,0
Parma Calcio 1913,Inter,0,1,12,3,2018/2019,1,1
AC Milan,Cagliari,3,0,6,15,2018/2019,1,3
Atalanta,SPAL 2013,2,1,7,14,2018/2019,1,3
Bologna,Genoa,1,1,18,13,2018/2019,1,2
Sampdoria,Frosinone,0,1,8,19,2018/2019,1,1
Sassuolo,Juventus,0,3,11,1,2018/2019,1,3
Torino,Udinese,1,0,10,16,2018/2019,1,1
Juventus,Frosinone,3,0,1,19,2018/2019,1,3
Atalanta,AC Milan,1,3,5,4,2018/2019,1,4
Cagliari,Parma Calcio 1913,2,1,15,12,2018/2019,1,3
Empoli,Sassuolo,3,0,18,11,2018/2019,1,3
Genoa,Lazio,2,1,13,7,2018/2019,1,3
Inter,Sampdoria,2,1,3,9,2018/2019,1,3
Napoli,Torino,0,0,2,8,2018/2019,1,0
SPAL 2013,Fiorentina,1,4,15,10,2018/2019,1,5
Udinese,Chievo,1,0,17,20,2018/2019,1,1
Roma,Bologna,2,1,6,18,2018/2019,1,3
AC Milan,Empoli,3,0,4,17,2018/2019,1,3
Frosinone,Roma,2,3,19,5,2018/2019,1,5
Torino,Atalanta,2,0,9,6,2018/2019,1,2
Bologna,Juventus,0,1,18,1,2018/2019,1,1
Chievo,Genoa,0,0,20,13,2018/2019,1,0
Fiorentina,Inter,3,3,9,3,2018/2019,1,6
Parma Calcio 1913,Napoli,0,4,12,2,2018/2019,1,4
Sampdoria,Cagliari,1,0,10,14,2018/2019,1,1
Sassuolo,SPAL 2013,1,1,11,16,2018/2019,1,2
Cagliari,Inter,2,1,14,3,2018/2019,1,3
AC Milan,Sassuolo,1,0,4,11,2018/2019,1,1
Empoli,Parma Calcio 1913,3,3,17,13,2018/2019,1,6
Lazio,Roma,3,0,8,5,2018/2019,1,3
Atalanta,Fiorentina,3,1,7,9,2018/2019,1,4
Genoa,Frosinone,0,0,13,19,2018/2019,1,0
Napoli,Juventus,1,2,2,1,2018/2019,1,3
SPAL 2013,Sampdoria,1,2,15,10,2018/2019,1,3
Torino,Chievo,3,0,9,20,2018/2019,1,3
Udinese,Bologna,2,1,16,18,2018/2019,1,3
Juventus,Udinese,4,1,1,15,2018/2019,1,5
Chievo,AC Milan,1,2,20,3,2018/2019,1,3
Parma Calcio 1913,Genoa,1,0,13,12,2018/2019,1,1
Bologna,Cagliari,2,0,18,14,2018/2019,1,2
Fiorentina,Lazio,1,1,10,8,2018/2019,1,2
Frosinone,Torino,1,2,19,8,2018/2019,1,3
Inter,SPAL 2013,2,0,4,16,2018/2019,1,2
Sampdoria,Atalanta,1,2,9,8,2018/2019,1,3
Sassuolo,Napoli,1,1,12,2,2018/2019,1,2
Roma,Empoli,2,1,6,17,2018/2019,1,3
Cagliari,Fiorentina,2,1,14,10,2018/2019,1,3
SPAL 2013,Roma,2,1,16,5,2018/2019,1,3
Torino,Bologna,2,3,7,18,2018/2019,1,5
AC Milan,Inter,2,3,3,4,2018/2019,1,5
Atalanta,Chievo,1,1,6,20,2018/2019,1,2
Empoli,Frosinone,2,1,18,19,2018/2019,1,3
Genoa,Juventus,2,0,13,1,2018/2019,1,2
Lazio,Parma Calcio 1913,4,1,9,12,2018/2019,1,5
Napoli,Udinese,4,2,2,16,2018/2019,1,6
Chievo,Cagliari,0,3,20,14,2018/2019,1,3
Juventus,Empoli,1,0,1,17,2018/2019,1,1
Sampdoria,AC Milan,1,0,9,4,2018/2019,1,1
Udinese,Genoa,2,0,16,11,2018/2019,1,2
Bologna,Sassuolo,2,1,18,14,2018/2019,1,3
Fiorentina,Torino,1,1,10,9,2018/2019,1,2
Frosinone,SPAL 2013,0,1,19,17,2018/2019,1,1
Inter,Lazio,0,1,3,7,2018/2019,1,1
Parma Calcio 1913,Atalanta,1,3,13,7,2018/2019,1,4
Roma,Napoli,1,4,7,2,2018/2019,1,5
AC Milan,Udinese,1,1,4,16,2018/2019,1,2
Cagliari,Juventus,0,2,12,1,2018/2019,1,2
Empoli,Napoli,2,1,18,2,2018/2019,1,3
Frosinone,Parma Calcio 1913,3,2,19,13,2018/2019,1,5
Genoa,Inter,0,4,11,3,2018/2019,1,4
Roma,Fiorentina,2,2,7,10,2018/2019,1,4
SPAL 2013,Lazio,1,0,16,6,2018/2019,1,1
Torino,Sampdoria,2,1,9,8,2018/2019,1,3
Atalanta,Bologna,4,1,5,18,2018/2019,1,5
Sassuolo,Chievo,4,0,14,20,2018/2019,1,4
Juventus,AC Milan,2,1,1,4,2018/2019,1,3
Parma Calcio 1913,Torino,0,0,14,7,2018/2019,1,0
Sampdoria,Roma,0,1,9,8,2018/2019,1,1
Cagliari,SPAL 2013,2,1,13,15,2018/2019,1,3
Fiorentina,Frosinone,0,1,10,19,2018/2019,1,1
Inter,Atalanta,0,0,3,5,2018/2019,1,0
Lazio,Sassuolo,2,2,8,12,2018/2019,1,4
Napoli,Genoa,1,1,2,14,2018/2019,1,2
Udinese,Empoli,3,2,16,17,2018/2019,1,5
Bologna,Chievo,3,0,18,20,2018/2019,1,3
AC Milan,Lazio,1,0,5,7,2018/2019,1,1
Roma,Udinese,1,0,6,15,2018/2019,1,1
SPAL 2013,Juventus,2,1,16,1,2018/2019,1,3
Chievo,Napoli,1,3,20,2,2018/2019,1,4
Fiorentina,Bologna,0,0,10,17,2018/2019,1,0
Frosinone,Inter,1,3,19,3,2018/2019,1,4
Sampdoria,Genoa,2,0,9,14,2018/2019,1,2
Sassuolo,Parma Calcio 1913,0,0,11,15,2018/2019,1,0
Torino,Cagliari,1,1,7,12,2018/2019,1,2
Atalanta,Empoli,0,0,6,18,2018/2019,1,0
Lazio,Udinese,2,0,8,16,2018/2019,1,2
Bologna,Sampdoria,3,0,17,9,2018/2019,1,3
Cagliari,Frosinone,1,0,12,19,2018/2019,1,1
Empoli,SPAL 2013,2,4,18,13,2018/2019,1,6
Genoa,Torino,0,1,16,8,2018/2019,1,1
Inter,Roma,1,1,3,5,2018/2019,1,2
Juventus,Fiorentina,2,1,1,10,2018/2019,1,3
Lazio,Chievo,1,2,8,20,2018/2019,1,3
Parma Calcio 1913,AC Milan,1,1,14,4,2018/2019,1,2
Udinese,Sassuolo,1,1,17,13,2018/2019,1,2
Napoli,Atalanta,1,2,2,6,2018/2019,1,3
Bologna,Empoli,3,1,15,18,2018/2019,1,4
Inter,Juventus,1,1,3,1,2018/2019,1,2
Roma,Cagliari,3,0,6,11,2018/2019,1,3
Chievo,Parma Calcio 1913,1,1,20,15,2018/2019,1,2
Frosinone,Napoli,0,2,19,2,2018/2019,1,2
SPAL 2013,Genoa,1,1,13,16,2018/2019,1,2
Sampdoria,Lazio,1,2,9,8,2018/2019,1,3
Torino,AC Milan,2,0,8,6,2018/2019,1,2
Atalanta,Udinese,2,0,5,17,2018/2019,1,2
Fiorentina,Sassuolo,0,1,10,13,2018/2019,1,1
Juventus,Torino,1,1,1,6,2018/2019,1,2
Chievo,SPAL 2013,0,4,20,13,2018/2019,1,4
Udinese,Inter,0,0,17,3,2018/2019,1,0
Empoli,Fiorentina,1,0,18,12,2018/2019,1,1
Genoa,Roma,1,1,16,5,2018/2019,1,2
Lazio,Atalanta,1,3,8,4,2018/2019,1,4
Napoli,Cagliari,2,1,2,13,2018/2019,1,3
Parma Calcio 1913,Sampdoria,3,3,15,9,2018/2019,1,6
Sassuolo,Frosinone,2,2,11,19,2018/2019,1,4
AC Milan,Bologna,2,1,7,15,2018/2019,1,3
Atalanta,Genoa,2,1,4,16,2018/2019,1,3
Cagliari,Lazio,1,2,13,8,2018/2019,1,3
Fiorentina,AC Milan,0,1,12,5,2018/2019,1,1
Frosinone,Udinese,1,3,19,17,2018/2019,1,4
Roma,Juventus,2,0,6,1,2018/2019,1,2
SPAL 2013,Napoli,1,2,11,2,2018/2019,1,3
Sampdoria,Empoli,1,2,9,18,2018/2019,1,3
Torino,Sassuolo,3,2,8,10,2018/2019,1,5
Bologna,Parma Calcio 1913,4,1,15,14,2018/2019,1,5
Inter,Chievo,2,0,4,20,2018/2019,1,2
Genoa,Cagliari,1,1,17,14,2018/2019,1,2
Sassuolo,Roma,0,0,10,5,2018/2019,1,0
Udinese,SPAL 2013,3,2,16,11,2018/2019,1,5
AC Milan,Frosinone,2,0,6,19,2018/2019,1,2
Chievo,Sampdoria,0,0,20,9,2018/2019,1,0
Empoli,Torino,4,1,18,7,2018/2019,1,5
Juventus,Atalanta,1,1,1,4,2018/2019,1,2
Napoli,Inter,4,1,2,4,2018/2019,1,5
Parma Calcio 1913,Fiorentina,1,0,17,13,2018/2019,1,1
Lazio,Bologna,3,3,8,15,2018/2019,1,6
Bologna,Napoli,3,2,12,2,2018/2019,1,5
Frosinone,Chievo,0,0,19,20,2018/2019,1,0
Atalanta,Sassuolo,3,1,3,11,2018/2019,1,4
Cagliari,Udinese,1,2,13,16,2018/2019,1,3
Fiorentina,Genoa,0,0,16,18,2018/2019,1,0
Inter,Empoli,2,1,4,17,2018/2019,1,3
Roma,Parma Calcio 1913,2,1,6,16,2018/2019,1,3
SPAL 2013,AC Milan,2,3,13,6,2018/2019,1,5
Sampdoria,Juventus,2,0,9,1,2018/2019,1,2
Torino,Lazio,3,1,7,8,2018/2019,1,4
Fiorentina,Napoli,3,4,6,12,2019/2020,1,7
Parma Calcio 1913,Juventus,0,1,12,9,2019/2020,1,1
Cagliari,Brescia,0,1,7,6,2019/2020,1,1
Roma,Genoa,3,3,11,7,2019/2020,1,6
SPAL 2013,Atalanta,2,3,12,7,2019/2020,1,5
Sampdoria,Lazio,0,3,12,10,2019/2020,1,3
Torino,Sassuolo,2,1,13,12,2019/2020,1,3
Udinese,AC Milan,1,0,13,9,2019/2020,1,1
Verona,Bologna,1,1,13,10,2019/2020,1,2
Inter,Lecce,4,0,12,13,2019/2020,1,4
Bologna,SPAL 2013,1,0,9,17,2019/2020,1,1
AC Milan,Brescia,1,0,13,5,2019/2020,1,1
Juventus,Napoli,4,3,5,6,2019/2020,1,7
Atalanta,Torino,2,3,5,6,2019/2020,1,5
Cagliari,Inter,1,2,14,4,2019/2020,1,3
Genoa,Fiorentina,2,1,11,14,2019/2020,1,3
Lazio,Roma,1,1,6,12,2019/2020,1,2
Lecce,Verona,0,1,20,13,2019/2020,1,1
Sassuolo,Sampdoria,4,1,15,19,2019/2020,1,5
Udinese,Parma Calcio 1913,1,3,9,15,2019/2020,1,4
Fiorentina,Juventus,0,0,17,2,2019/2020,1,0
Inter,Udinese,1,0,2,14,2019/2020,1,1
Napoli,Sampdoria,2,0,13,20,2019/2020,1,2
Brescia,Bologna,3,4,13,6,2019/2020,1,7
Genoa,Atalanta,1,2,7,12,2019/2020,1,3
Parma Calcio 1913,Cagliari,1,3,11,17,2019/2020,1,4
Roma,Sassuolo,4,2,16,10,2019/2020,1,6
SPAL 2013,Lazio,2,1,18,8,2019/2020,1,3
Verona,AC Milan,0,1,9,11,2019/2020,1,1
Torino,Lecce,1,2,5,19,2019/2020,1,3
Cagliari,Genoa,3,1,12,10,2019/2020,1,4
AC Milan,Inter,0,2,6,1,2019/2020,1,2
Juventus,Verona,2,1,3,11,2019/2020,1,3
Udinese,Brescia,0,1,17,14,2019/2020,1,1
Atalanta,Fiorentina,2,2,6,19,2019/2020,1,4
Bologna,Roma,1,2,3,10,2019/2020,1,3
Lazio,Parma Calcio 1913,2,0,11,15,2019/2020,1,2
Lecce,Napoli,1,4,18,8,2019/2020,1,5
Sampdoria,Torino,1,0,20,9,2019/2020,1,1
Sassuolo,SPAL 2013,3,0,14,15,2019/2020,1,3
Brescia,Juventus,1,2,10,2,2019/2020,1,3
Verona,Udinese,0,0,13,16,2019/2020,1,0
Fiorentina,Sampdoria,2,1,20,19,2019/2020,1,3
Genoa,Bologna,0,0,15,7,2019/2020,1,0
