A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals,match_id,delta_score,delta_standings
Chievo,Juventus,0,3,19,1,2018/2019,0,3,1701,-3,18
Napoli,AC Milan,0,0,2,4,2018/2019,0,0,1702,0,-2
Udinese,Sampdoria,0,4,15,8,2018/2019,0,4,1703,-4,7
Cagliari,Sassuolo,0,3,13,12,2018/2019,0,3,1704,-3,1
Roma,Atalanta,3,3,6,8,2018/2019,0,6,1705,0,-2
Frosinone,Bologna,4,0,20,18,2018/2019,0,4,1706,4,2
Fiorentina,Chievo,4,3,11,20,2018/2019,0,7,1707,1,-9
Juventus,Lazio,2,1,1,8,2018/2019,0,3,1708,1,-7
SPAL 2013,Parma Calcio 1913,3,2,15,11,2018/2019,0,5,1709,1,4
Inter,Torino,0,1,3,12,2018/2019,0,1,1710,-1,-9
Genoa,Empoli,3,1,15,17,2018/2019,0,4,1711,2,-2
Chievo,Empoli,2,2,20,17,2018/2019,0,4,1712,0,3
Parma Calcio 1913,Juventus,3,3,12,1,2018/2019,0,6,1713,0,11
Sampdoria,Napoli,0,3,6,2,2018/2019,0,3,1714,-3,4
Sassuolo,Genoa,1,1,11,13,2018/2019,0,2,1715,0,-2
Bologna,Inter,1,0,18,3,2018/2019,0,1,1716,1,15
AC Milan,Roma,1,1,4,5,2018/2019,0,2,1717,0,-1
Torino,SPAL 2013,0,0,10,15,2018/2019,0,0,1718,0,-5
Fiorentina,Udinese,1,1,10,16,2018/2019,0,2,1719,0,-6
Atalanta,Cagliari,1,0,7,15,2018/2019,0,1,1720,1,-8
Lazio,Frosinone,1,0,8,19,2018/2019,0,1,1721,1,-11
Empoli,Lazio,0,1,17,7,2018/2019,0,1,1722,-1,10
Roma,Chievo,3,0,7,20,2018/2019,0,3,1723,3,-13
Napoli,Fiorentina,0,0,2,9,2018/2019,0,0,1724,0,-7
Inter,Parma Calcio 1913,1,0,3,12,2018/2019,0,1,1725,1,-9
Cagliari,AC Milan,0,3,15,6,2018/2019,0,3,1726,-3,9
SPAL 2013,Atalanta,1,2,14,7,2018/2019,0,3,1727,-1,7
Genoa,Bologna,1,1,13,18,2018/2019,0,2,1728,0,-5
Frosinone,Sampdoria,1,0,19,8,2018/2019,0,1,1729,1,11
Juventus,Sassuolo,3,0,1,11,2018/2019,0,3,1730,3,-10
Udinese,Torino,0,1,16,10,2018/2019,0,1,1731,-1,6
Frosinone,Juventus,0,3,19,1,2018/2019,0,3,1732,-3,18
AC Milan,Atalanta,3,1,4,5,2018/2019,0,4,1733,2,-1
Parma Calcio 1913,Cagliari,1,2,12,15,2018/2019,0,3,1734,-1,-3
Sassuolo,Empoli,0,3,11,18,2018/2019,0,3,1735,-3,-7
Lazio,Genoa,1,2,7,13,2018/2019,0,3,1736,-1,-6
Sampdoria,Inter,1,2,9,3,2018/2019,0,3,1737,-1,6
Torino,Napoli,0,0,8,2,2018/2019,0,0,1738,0,6
Fiorentina,SPAL 2013,4,1,10,15,2018/2019,0,5,1739,3,-5
Chievo,Udinese,0,1,20,17,2018/2019,0,1,1740,-1,3
Bologna,Roma,1,2,18,6,2018/2019,0,3,1741,-1,12
Empoli,AC Milan,0,3,17,4,2018/2019,0,3,1742,-3,13
Roma,Frosinone,3,2,5,19,2018/2019,0,5,1743,1,-14
Atalanta,Torino,0,2,6,9,2018/2019,0,2,1744,-2,-3
Juventus,Bologna,1,0,1,18,2018/2019,0,1,1745,1,-17
Genoa,Chievo,0,0,13,20,2018/2019,0,0,1746,0,-7
Inter,Fiorentina,3,3,3,9,2018/2019,0,6,1747,0,-6
Napoli,Parma Calcio 1913,4,0,2,12,2018/2019,0,4,1748,4,-10
Cagliari,Sampdoria,0,1,14,10,2018/2019,0,1,1749,-1,4
SPAL 2013,Sassuolo,1,1,16,11,2018/2019,0,2,1750,0,5
Inter,Cagliari,1,2,3,14,2018/2019,0,3,1751,-1,-11
Sassuolo,AC Milan,0,1,11,4,2018/2019,0,1,1752,-1,7
Parma Calcio 1913,Empoli,3,3,13,17,2018/2019,0,6,1753,0,-4
Roma,Lazio,0,3,5,8,2018/2019,0,3,1754,-3,-3
Fiorentina,Atalanta,1,3,9,7,2018/2019,0,4,1755,-2,2
Frosinone,Genoa,0,0,19,13,2018/2019,0,0,1756,0,6
Juventus,Napoli,2,1,1,2,2018/2019,0,3,1757,1,-1
Sampdoria,SPAL 2013,2,1,10,15,2018/2019,0,3,1758,1,-5
Chievo,Torino,0,3,20,9,2018/2019,0,3,1759,-3,11
Bologna,Udinese,1,2,18,16,2018/2019,0,3,1760,-1,2
Udinese,Juventus,1,4,15,1,2018/2019,0,5,1761,-3,14
AC Milan,Chievo,2,1,3,20,2018/2019,0,3,1762,1,-17
Genoa,Parma Calcio 1913,0,1,12,13,2018/2019,0,1,1763,-1,-1
Cagliari,Bologna,0,2,14,18,2018/2019,0,2,1764,-2,-4
Lazio,Fiorentina,1,1,8,10,2018/2019,0,2,1765,0,-2
Torino,Frosinone,2,1,8,19,2018/2019,0,3,1766,1,-11
SPAL 2013,Inter,0,2,16,4,2018/2019,0,2,1767,-2,12
Atalanta,Sampdoria,2,1,8,9,2018/2019,0,3,1768,1,-1
Napoli,Sassuolo,1,1,2,12,2018/2019,0,2,1769,0,-10
Empoli,Roma,1,2,17,6,2018/2019,0,3,1770,-1,11
Fiorentina,Cagliari,1,2,10,14,2018/2019,0,3,1771,-1,-4
Roma,SPAL 2013,1,2,5,16,2018/2019,0,3,1772,-1,-11
Bologna,Torino,3,2,18,7,2018/2019,0,5,1773,1,11
Inter,AC Milan,3,2,4,3,2018/2019,0,5,1774,1,1
Chievo,Atalanta,1,1,20,6,2018/2019,0,2,1775,0,14
Frosinone,Empoli,1,2,19,18,2018/2019,0,3,1776,-1,1
Juventus,Genoa,0,2,1,13,2018/2019,0,2,1777,-2,-12
Parma Calcio 1913,Lazio,1,4,12,9,2018/2019,0,5,1778,-3,3
Udinese,Napoli,2,4,16,2,2018/2019,0,6,1779,-2,14
Cagliari,Chievo,3,0,14,20,2018/2019,0,3,1780,3,-6
Empoli,Juventus,0,1,17,1,2018/2019,0,1,1781,-1,16
AC Milan,Sampdoria,0,1,4,9,2018/2019,0,1,1782,-1,-5
Genoa,Udinese,0,2,11,16,2018/2019,0,2,1783,-2,-5
Sassuolo,Bologna,1,2,14,18,2018/2019,0,3,1784,-1,-4
Torino,Fiorentina,1,1,9,10,2018/2019,0,2,1785,0,-1
SPAL 2013,Frosinone,1,0,17,19,2018/2019,0,1,1786,1,-2
Lazio,Inter,1,0,7,3,2018/2019,0,1,1787,1,4
Atalanta,Parma Calcio 1913,3,1,7,13,2018/2019,0,4,1788,2,-6
Napoli,Roma,4,1,2,7,2018/2019,0,5,1789,3,-5
Udinese,AC Milan,1,1,16,4,2018/2019,0,2,1790,0,12
Juventus,Cagliari,2,0,1,12,2018/2019,0,2,1791,2,-11
Napoli,Empoli,1,2,2,18,2018/2019,0,3,1792,-1,-16
Parma Calcio 1913,Frosinone,2,3,13,19,2018/2019,0,5,1793,-1,-6
Inter,Genoa,4,0,3,11,2018/2019,0,4,1794,4,-8
Fiorentina,Roma,2,2,10,7,2018/2019,0,4,1795,0,3
Lazio,SPAL 2013,0,1,6,16,2018/2019,0,1,1796,-1,-10
Sampdoria,Torino,1,2,8,9,2018/2019,0,3,1797,-1,-1
Bologna,Atalanta,1,4,18,5,2018/2019,0,5,1798,-3,13
Chievo,Sassuolo,0,4,20,14,2018/2019,0,4,1799,-4,6
AC Milan,Juventus,1,2,4,1,2018/2019,0,3,1800,-1,3
Torino,Parma Calcio 1913,0,0,7,14,2018/2019,0,0,1801,0,-7
Roma,Sampdoria,1,0,8,9,2018/2019,0,1,1802,1,-1
SPAL 2013,Cagliari,1,2,15,13,2018/2019,0,3,1803,-1,2
Frosinone,Fiorentina,1,0,19,10,2018/2019,0,1,1804,1,9
Atalanta,Inter,0,0,5,3,2018/2019,0,0,1805,0,2
Sassuolo,Lazio,2,2,12,8,2018/2019,0,4,1806,0,4
Genoa,Napoli,1,1,14,2,2018/2019,0,2,1807,0,12
Empoli,Udinese,2,3,17,16,2018/2019,0,5,1808,-1,1
Chievo,Bologna,0,3,20,18,2018/2019,0,3,1809,-3,2
Lazio,AC Milan,0,1,7,5,2018/2019,0,1,1810,-1,2
Udinese,Roma,0,1,15,6,2018/2019,0,1,1811,-1,9
Juventus,SPAL 2013,1,2,1,16,2018/2019,0,3,1812,-1,-15
Napoli,Chievo,3,1,2,20,2018/2019,0,4,1813,2,-18
Bologna,Fiorentina,0,0,17,10,2018/2019,0,0,1814,0,7
Inter,Frosinone,3,1,3,19,2018/2019,0,4,1815,2,-16
Genoa,Sampdoria,0,2,14,9,2018/2019,0,2,1816,-2,5
Parma Calcio 1913,Sassuolo,0,0,15,11,2018/2019,0,0,1817,0,4
Cagliari,Torino,1,1,12,7,2018/2019,0,2,1818,0,5
Empoli,Atalanta,0,0,18,6,2018/2019,0,0,1819,0,12
Udinese,Lazio,0,2,16,8,2018/2019,0,2,1820,-2,8
Sampdoria,Bologna,0,3,9,17,2018/2019,0,3,1821,-3,-8
Frosinone,Cagliari,0,1,19,12,2018/2019,0,1,1822,-1,7
SPAL 2013,Empoli,4,2,13,18,2018/2019,0,6,1823,2,-5
Torino,Genoa,1,0,8,16,2018/2019,0,1,1824,1,-8
Roma,Inter,1,1,5,3,2018/2019,0,2,1825,0,2
Fiorentina,Juventus,1,2,10,1,2018/2019,0,3,1826,-1,9
Chievo,Lazio,2,1,20,8,2018/2019,0,3,1827,1,12
AC Milan,Parma Calcio 1913,1,1,4,14,2018/2019,0,2,1828,0,-10
Sassuolo,Udinese,1,1,13,17,2018/2019,0,2,1829,0,-4
Atalanta,Napoli,2,1,6,2,2018/2019,0,3,1830,1,4
Empoli,Bologna,1,3,18,15,2018/2019,0,4,1831,-2,3
Juventus,Inter,1,1,1,3,2018/2019,0,2,1832,0,-2
Cagliari,Roma,0,3,11,6,2018/2019,0,3,1833,-3,5
Parma Calcio 1913,Chievo,1,1,15,20,2018/2019,0,2,1834,0,-5
Napoli,Frosinone,2,0,2,19,2018/2019,0,2,1835,2,-17
Genoa,SPAL 2013,1,1,16,13,2018/2019,0,2,1836,0,3
Lazio,Sampdoria,2,1,8,9,2018/2019,0,3,1837,1,-1
AC Milan,Torino,0,2,6,8,2018/2019,0,2,1838,-2,-2
Udinese,Atalanta,0,2,17,5,2018/2019,0,2,1839,-2,12
Sassuolo,Fiorentina,1,0,13,10,2018/2019,0,1,1840,1,3
Torino,Juventus,1,1,6,1,2018/2019,0,2,1841,0,5
SPAL 2013,Chievo,4,0,13,20,2018/2019,0,4,1842,4,-7
Inter,Udinese,0,0,3,17,2018/2019,0,0,1843,0,-14
Fiorentina,Empoli,0,1,12,18,2018/2019,0,1,1844,-1,-6
Roma,Genoa,1,1,5,16,2018/2019,0,2,1845,0,-11
Atalanta,Lazio,3,1,4,8,2018/2019,0,4,1846,2,-4
Cagliari,Napoli,1,2,13,2,2018/2019,0,3,1847,-1,11
Sampdoria,Parma Calcio 1913,3,3,9,15,2018/2019,0,6,1848,0,-6
Frosinone,Sassuolo,2,2,19,11,2018/2019,0,4,1849,0,8
Bologna,AC Milan,1,2,15,7,2018/2019,0,3,1850,-1,8
Genoa,Atalanta,1,2,16,4,2018/2019,0,3,1851,-1,12
Lazio,Cagliari,2,1,8,13,2018/2019,0,3,1852,1,-5
AC Milan,Fiorentina,1,0,5,12,2018/2019,0,1,1853,1,-7
Udinese,Frosinone,3,1,17,19,2018/2019,0,4,1854,2,-2
Juventus,Roma,0,2,1,6,2018/2019,0,2,1855,-2,-5
Napoli,SPAL 2013,2,1,2,11,2018/2019,0,3,1856,1,-9
Empoli,Sampdoria,2,1,18,9,2018/2019,0,3,1857,1,9
Sassuolo,Torino,2,3,10,8,2018/2019,0,5,1858,-1,2
Parma Calcio 1913,Bologna,1,4,14,15,2018/2019,0,5,1859,-3,-1
Chievo,Inter,0,2,20,4,2018/2019,0,2,1860,-2,16
Cagliari,Genoa,1,1,14,17,2018/2019,0,2,1861,0,-3
Roma,Sassuolo,0,0,5,10,2018/2019,0,0,1862,0,-5
SPAL 2013,Udinese,2,3,11,16,2018/2019,0,5,1863,-1,-5
Frosinone,AC Milan,0,2,19,6,2018/2019,0,2,1864,-2,13
Sampdoria,Chievo,0,0,9,20,2018/2019,0,0,1865,0,-11
Torino,Empoli,1,4,7,18,2018/2019,0,5,1866,-3,-11
Atalanta,Juventus,1,1,4,1,2018/2019,0,2,1867,0,3
Inter,Napoli,1,4,4,2,2018/2019,0,5,1868,-3,2
Fiorentina,Parma Calcio 1913,0,1,13,17,2018/2019,0,1,1869,-1,-4
Bologna,Lazio,3,3,15,8,2018/2019,0,6,1870,0,7
Napoli,Bologna,2,3,2,12,2018/2019,0,5,1871,-1,-10
Chievo,Frosinone,0,0,20,19,2018/2019,0,0,1872,0,1
Sassuolo,Atalanta,1,3,11,3,2018/2019,0,4,1873,-2,8
Udinese,Cagliari,2,1,16,13,2018/2019,0,3,1874,1,3
Genoa,Fiorentina,0,0,18,16,2018/2019,0,0,1875,0,2
Empoli,Inter,1,2,17,4,2018/2019,0,3,1876,-1,13
Parma Calcio 1913,Roma,1,2,16,6,2018/2019,0,3,1877,-1,10
AC Milan,SPAL 2013,3,2,6,13,2018/2019,0,5,1878,1,-7
Juventus,Sampdoria,0,2,1,9,2018/2019,0,2,1879,-2,-8
Lazio,Torino,1,3,8,7,2018/2019,0,4,1880,-2,1
Napoli,Fiorentina,4,3,12,6,2019/2020,0,7,1881,1,6
Juventus,Parma Calcio 1913,1,0,9,12,2019/2020,0,1,1882,1,-3
Brescia,Cagliari,1,0,6,7,2019/2020,0,1,1883,1,-1
Genoa,Roma,3,3,7,11,2019/2020,0,6,1884,0,-4
Atalanta,SPAL 2013,3,2,7,12,2019/2020,0,5,1885,1,-5
Lazio,Sampdoria,3,0,10,12,2019/2020,0,3,1886,3,-2
Sassuolo,Torino,1,2,12,13,2019/2020,0,3,1887,-1,-1
AC Milan,Udinese,0,1,9,13,2019/2020,0,1,1888,-1,-4
Bologna,Verona,1,1,10,13,2019/2020,0,2,1889,0,-3
Lecce,Inter,0,4,13,12,2019/2020,0,4,1890,-4,1
SPAL 2013,Bologna,0,1,17,9,2019/2020,0,1,1891,-1,8
Brescia,AC Milan,0,1,5,13,2019/2020,0,1,1892,-1,-8
Napoli,Juventus,3,4,6,5,2019/2020,0,7,1893,-1,1
Torino,Atalanta,3,2,6,5,2019/2020,0,5,1894,1,1
Inter,Cagliari,2,1,4,14,2019/2020,0,3,1895,1,-10
Fiorentina,Genoa,1,2,14,11,2019/2020,0,3,1896,-1,3
Roma,Lazio,1,1,12,6,2019/2020,0,2,1897,0,6
Verona,Lecce,1,0,13,20,2019/2020,0,1,1898,1,-7
Sampdoria,Sassuolo,1,4,19,15,2019/2020,0,5,1899,-3,4
Parma Calcio 1913,Udinese,3,1,15,9,2019/2020,0,4,1900,2,6
Juventus,Fiorentina,0,0,2,17,2019/2020,0,0,1901,0,-15
Udinese,Inter,0,1,14,2,2019/2020,0,1,1902,-1,12
Sampdoria,Napoli,0,2,20,13,2019/2020,0,2,1903,-2,7
Bologna,Brescia,4,3,6,13,2019/2020,0,7,1904,1,-7
Atalanta,Genoa,2,1,12,7,2019/2020,0,3,1905,1,5
Cagliari,Parma Calcio 1913,3,1,17,11,2019/2020,0,4,1906,2,6
Sassuolo,Roma,2,4,10,16,2019/2020,0,6,1907,-2,-6
Lazio,SPAL 2013,1,2,8,18,2019/2020,0,3,1908,-1,-10
AC Milan,Verona,1,0,11,9,2019/2020,0,1,1909,1,2
Lecce,Torino,2,1,19,5,2019/2020,0,3,1910,1,14
Genoa,Cagliari,1,3,10,12,2019/2020,0,4,1911,-2,-2
Inter,AC Milan,2,0,1,6,2019/2020,0,2,1912,2,-5
Verona,Juventus,1,2,11,3,2019/2020,0,3,1913,-1,8
Brescia,Udinese,1,0,14,17,2019/2020,0,1,1914,1,-3
Fiorentina,Atalanta,2,2,19,6,2019/2020,0,4,1915,0,13
Roma,Bologna,2,1,10,3,2019/2020,0,3,1916,1,7
Parma Calcio 1913,Lazio,0,2,15,11,2019/2020,0,2,1917,-2,4
Napoli,Lecce,4,1,8,18,2019/2020,0,5,1918,3,-10
Torino,Sampdoria,0,1,9,20,2019/2020,0,1,1919,-1,-11
SPAL 2013,Sassuolo,0,3,15,14,2019/2020,0,3,1920,-3,1
Juventus,Brescia,2,1,2,10,2019/2020,0,3,1921,1,-8
Udinese,Verona,0,0,16,13,2019/2020,0,0,1922,0,3
Sampdoria,Fiorentina,1,2,19,20,2019/2020,0,3,1923,-1,-1
Bologna,Genoa,0,0,7,15,2019/2020,0,0,1924,0,-8
Lazio,Inter,0,1,6,2,2019/2020,0,1,1925,-1,4
Cagliari,Napoli,1,0,9,3,2019/2020,0,1,1926,1,6
Sassuolo,Parma Calcio 1913,0,1,9,17,2019/2020,0,1,1927,-1,-8
Atalanta,Roma,2,0,8,5,2019/2020,0,2,1928,2,3
Lecce,SPAL 2013,3,1,19,18,2019/2020,0,4,1929,2,1
AC Milan,Torino,1,2,11,10,2019/2020,0,3,1930,-1,1
SPAL 2013,Juventus,0,2,19,2,2019/2020,0,2,1931,-2,17
Inter,Sampdoria,3,1,2,20,2019/2020,0,4,1932,2,-18
Atalanta,Sassuolo,4,1,3,10,2019/2020,0,5,1933,3,-7
Fiorentina,AC Milan,3,1,15,12,2019/2020,0,4,1934,2,3
Verona,Cagliari,1,1,16,5,2019/2020,0,2,1935,0,11
Genoa,Lazio,0,4,17,10,2019/2020,0,4,1936,-4,7
Roma,Lecce,1,0,10,16,2019/2020,0,1,1937,1,-6
Brescia,Napoli,1,2,11,7,2019/2020,0,3,1938,-1,4
Bologna,Udinese,0,1,9,18,2019/2020,0,1,1939,-1,-9
Torino,Parma Calcio 1913,2,3,8,15,2019/2020,0,5,1940,-1,-7
AC Milan,Genoa,2,1,16,18,2019/2020,0,3,1941,1,-2
Parma Calcio 1913,SPAL 2013,0,1,9,19,2019/2020,0,1,1942,-1,-10
Sampdoria,Verona,0,2,20,15,2019/2020,0,2,1943,-2,5
Lecce,Atalanta,1,3,17,3,2019/2020,0,4,1944,-2,14
Lazio,Bologna,2,2,6,13,2019/2020,0,4,1945,0,-7
Udinese,Fiorentina,0,1,14,13,2019/2020,0,1,1946,-1,1
Juventus,Inter,2,1,3,1,2019/2020,0,3,1947,1,2
Cagliari,Roma,1,1,8,7,2019/2020,0,2,1948,0,1
Napoli,Torino,0,0,4,11,2019/2020,0,0,1949,0,-7
Bologna,Juventus,1,2,11,1,2019/2020,0,3,1950,-1,10
Atalanta,Lazio,3,3,3,6,2019/2020,0,6,1951,0,-3
Verona,Napoli,0,2,10,4,2019/2020,0,2,1952,-2,6
Lecce,AC Milan,2,2,18,13,2019/2020,0,4,1953,0,5
SPAL 2013,Cagliari,0,2,18,7,2019/2020,0,2,1954,-2,11
Genoa,Parma Calcio 1913,1,5,19,13,2019/2020,0,6,1955,-4,6
Roma,Sampdoria,0,0,8,20,2019/2020,0,0,1956,0,-12
Inter,Sassuolo,4,3,2,16,2019/2020,0,7,1957,1,-14
Torino,Udinese,0,1,10,14,2019/2020,0,1,1958,-1,-4
Fiorentina,Brescia,0,0,9,16,2019/2020,0,0,1959,0,-7
Sassuolo,Verona,1,0,17,14,2019/2020,0,1,1960,1,3
Brescia,Genoa,1,3,16,19,2019/2020,0,4,1961,-2,-3
Parma Calcio 1913,Inter,2,2,9,2,2019/2020,0,4,1962,0,7
Juventus,Lecce,1,1,2,18,2019/2020,0,2,1963,0,-16
Sampdoria,Bologna,1,2,20,13,2019/2020,0,3,1964,-1,7
Lazio,Fiorentina,2,1,8,9,2019/2020,0,3,1965,1,-1
AC Milan,Roma,1,2,12,8,2019/2020,0,3,1966,-1,4
Napoli,SPAL 2013,1,1,4,19,2019/2020,0,2,1967,0,-15
Cagliari,Torino,1,1,7,11,2019/2020,0,2,1968,0,-4
Inter,Brescia,2,1,2,18,2019/2020,0,3,1969,1,-16
Verona,Parma Calcio 1913,1,0,15,8,2019/2020,0,1,1970,1,7
Bologna,Cagliari,2,3,10,7,2019/2020,0,5,1971,-1,3
Genoa,Juventus,1,2,17,2,2019/2020,0,3,1972,-1,15
Torino,Lazio,0,4,12,7,2019/2020,0,4,1973,-4,5
Atalanta,Napoli,2,2,3,6,2019/2020,0,4,1974,0,-3
Lecce,Sampdoria,1,1,16,20,2019/2020,0,2,1975,0,-4
Fiorentina,Sassuolo,2,1,9,15,2019/2020,0,3,1976,1,-6
Roma,Udinese,4,0,7,14,2019/2020,0,4,1977,4,-7
SPAL 2013,AC Milan,0,1,19,13,2019/2020,0,1,1978,-1,6
Inter,Bologna,2,1,2,11,2019/2020,0,3,1979,1,-9
Napoli,Roma,1,2,6,4,2019/2020,0,3,1980,-1,2
Juventus,Torino,1,0,2,13,2019/2020,0,1,1981,1,-11
Lazio,AC Milan,2,1,5,10,2019/2020,0,3,1982,1,-5
Cagliari,Atalanta,2,0,6,4,2019/2020,0,2,1983,2,2
Parma Calcio 1913,Fiorentina,1,1,9,8,2019/2020,0,2,1984,0,1
Udinese,Genoa,3,1,14,17,2019/2020,0,4,1985,2,-3
Sassuolo,Lecce,2,2,15,16,2019/2020,0,4,1986,0,-1
Brescia,Verona,1,2,18,12,2019/2020,0,3,1987,-1,6
Sampdoria,SPAL 2013,1,0,20,19,2019/2020,0,1,1988,1,1
Bologna,Sassuolo,1,3,13,15,2019/2020,0,4,1989,-2,-2
Torino,Brescia,4,0,15,19,2019/2020,0,4,1990,4,-4
Verona,Inter,1,2,9,2,2019/2020,0,3,1991,-1,7
Genoa,Napoli,0,0,17,7,2019/2020,0,0,1992,0,10
Fiorentina,Cagliari,2,5,8,6,2019/2020,0,7,1993,-3,2
AC Milan,Juventus,0,1,13,2,2019/2020,0,1,1994,-1,11
Lecce,Lazio,2,4,16,5,2019/2020,0,6,1995,-2,11
Roma,Parma Calcio 1913,0,2,5,10,2019/2020,0,2,1996,-2,-5
Atalanta,Sampdoria,0,0,6,18,2019/2020,0,0,1997,0,-12
SPAL 2013,Udinese,0,0,20,14,2019/2020,0,0,1998,0,6
Napoli,AC Milan,1,1,7,14,2019/2020,0,2,1999,0,-7
Juventus,Atalanta,3,1,1,5,2019/2020,0,4,2000,2,-4
Inter,Torino,3,0,2,11,2019/2020,0,3,2001,3,-9
Parma Calcio 1913,Bologna,2,2,8,15,2019/2020,0,4,2002,0,-7
Brescia,Roma,0,3,20,6,2019/2020,0,3,2003,-3,14
Udinese,Sampdoria,1,2,13,18,2019/2020,0,3,2004,-1,-5
Lazio,Sassuolo,2,1,4,14,2019/2020,0,3,2005,1,-10
Fiorentina,Verona,0,1,9,10,2019/2020,0,1,2006,-1,-1
Cagliari,Lecce,2,2,5,17,2019/2020,0,4,2007,0,-12
Genoa,SPAL 2013,1,1,18,19,2019/2020,0,2,2008,0,-1
Atalanta,Brescia,3,0,6,20,2019/2020,0,3,2009,3,-14
Lecce,Fiorentina,1,0,17,10,2019/2020,0,1,2010,1,7
Torino,Genoa,1,0,12,18,2019/2020,0,1,2011,1,-6
SPAL 2013,Inter,1,2,19,2,2019/2020,0,3,2012,-1,17
Sassuolo,Juventus,2,2,15,2,2019/2020,0,4,2013,0,13
Udinese,Lazio,0,3,15,3,2019/2020,0,3,2014,-3,12
Bologna,Napoli,2,1,16,7,2019/2020,0,3,2015,1,9
AC Milan,Parma Calcio 1913,1,0,14,8,2019/2020,0,1,2016,1,6
Roma,Verona,3,1,6,9,2019/2020,0,4,2017,2,-3
Sampdoria,Cagliari,3,4,17,6,2019/2020,0,7,2018,-1,11
Roma,Inter,0,0,5,1,2019/2020,0,0,2019,0,4
Verona,Atalanta,2,3,9,6,2019/2020,0,5,2020,-1,3
Juventus,Lazio,1,3,2,3,2019/2020,0,4,2021,-2,-1
Napoli,Udinese,1,1,7,16,2019/2020,0,2,2022,0,-9
AC Milan,Bologna,3,2,10,12,2019/2020,0,5,2023,1,-2
Genoa,Lecce,2,2,18,16,2019/2020,0,4,2024,0,2
Brescia,SPAL 2013,1,0,20,19,2019/2020,0,1,2025,1,1
Parma Calcio 1913,Sampdoria,1,0,9,17,2019/2020,0,1,2026,1,-8
Cagliari,Sassuolo,2,2,6,16,2019/2020,0,4,2027,0,-10
Fiorentina,Torino,1,2,12,11,2019/2020,0,3,2028,-1,1
Lecce,Brescia,0,3,15,19,2019/2020,0,3,2029,-3,-4
Sampdoria,Genoa,1,0,18,19,2019/2020,0,1,2030,1,-1
Parma Calcio 1913,Napoli,2,1,8,7,2019/2020,0,3,2031,1,1
Sassuolo,AC Milan,0,0,14,9,2019/2020,0,0,2032,0,5
Atalanta,Bologna,1,2,6,13,2019/2020,0,3,2033,-1,-7
Inter,Fiorentina,1,1,1,14,2019/2020,0,2,2034,0,-13
Udinese,Juventus,1,3,17,2,2019/2020,0,4,2035,-2,15
SPAL 2013,Roma,1,3,20,5,2019/2020,0,4,2036,-2,15
Torino,Verona,3,3,10,12,2019/2020,0,6,2037,0,-2
Lazio,Cagliari,2,1,3,5,2019/2020,0,3,2038,1,-2
Sassuolo,Brescia,2,0,14,18,2019/2020,0,2,2039,2,-4
Juventus,Sampdoria,2,1,2,16,2019/2020,0,3,2040,1,-14
Roma,Fiorentina,4,1,4,14,2019/2020,0,5,2041,3,-10
Genoa,Inter,0,4,19,2,2019/2020,0,4,2042,-4,17
SPAL 2013,Torino,2,1,20,10,2019/2020,0,3,2043,1,10
Cagliari,Udinese,1,2,5,17,2019/2020,0,3,2044,-1,-12
AC Milan,Atalanta,0,5,9,6,2019/2020,0,5,2045,-5,3
Bologna,Lecce,3,2,12,16,2019/2020,0,5,2046,1,-4
Brescia,Parma Calcio 1913,1,1,18,7,2019/2020,0,2,2047,0,11
Napoli,Sassuolo,2,1,9,12,2019/2020,0,3,2048,1,-3
Lazio,Brescia,2,1,3,18,2019/2020,0,3,2049,1,-15
Sassuolo,Genoa,1,2,12,20,2019/2020,0,3,2050,-1,-8
Torino,Roma,2,0,10,4,2019/2020,0,2,2051,2,6
Verona,SPAL 2013,2,0,13,20,2019/2020,0,2,2052,2,-7
Sampdoria,AC Milan,0,0,17,12,2019/2020,0,0,2053,0,5
Parma Calcio 1913,Atalanta,0,5,7,5,2019/2020,0,5,2054,-5,2
Fiorentina,Bologna,1,1,15,11,2019/2020,0,2,2055,0,4
Cagliari,Juventus,0,4,6,2,2019/2020,0,4,2056,-4,4
Udinese,Lecce,1,0,15,17,2019/2020,0,1,2057,1,-2
Inter,Napoli,3,1,2,8,2019/2020,0,4,2058,2,-6
AC Milan,Cagliari,2,0,12,6,2019/2020,0,2,2059,2,6
Atalanta,Inter,1,1,5,1,2019/2020,0,2,2060,0,4
Napoli,Lazio,0,1,9,3,2019/2020,0,1,2061,-1,6
SPAL 2013,Fiorentina,0,1,20,15,2019/2020,0,1,2062,-1,5
Juventus,Roma,2,1,2,5,2019/2020,0,3,2063,1,-3
Brescia,Sampdoria,1,5,18,16,2019/2020,0,6,2064,-4,2
Bologna,Torino,0,1,11,10,2019/2020,0,1,2065,-1,1
Sassuolo,Udinese,0,3,15,14,2019/2020,0,3,2066,-3,1
Genoa,Verona,1,2,18,13,2019/2020,0,3,2067,-1,5
Lecce,Parma Calcio 1913,0,2,17,9,2019/2020,0,2,2068,-2,8
Sampdoria,Lazio,1,5,16,3,2019/2020,0,6,2069,-4,13
Fiorentina,Napoli,2,0,14,11,2019/2020,0,2,2070,2,3
Torino,Sassuolo,1,2,8,15,2019/2020,0,3,2071,-1,-7
Udinese,AC Milan,2,3,13,10,2019/2020,0,5,2072,-1,3
