A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals,match_id,delta_score,delta_standings
Roma,Inter,1,1,5,3,2017/2018,0,2,1326,0,2
Chievo,Lazio,1,5,13,4,2017/2018,0,6,1327,-4,9
Fiorentina,Sampdoria,1,3,9,7,2017/2018,0,4,1328,-2,2
Torino,Sassuolo,1,1,11,15,2017/2018,0,2,1329,0,-4
SPAL 2013,Udinese,1,1,17,11,2017/2018,0,2,1330,0,6
Crotone,Verona,3,0,18,19,2017/2018,0,3,1331,3,-1
Genoa,Juventus,0,1,15,2,2017/2018,0,1,1332,-1,13
Udinese,Lazio,0,3,9,3,2017/2018,0,3,1333,-3,6
Roma,Sampdoria,1,1,5,6,2017/2018,0,2,1334,0,-1
Lazio,AC Milan,1,2,3,7,2017/2018,0,3,1335,-1,-4
Juventus,Chievo,2,0,2,13,2017/2018,0,2,1336,2,-11
Cagliari,Crotone,1,1,16,17,2017/2018,0,2,1337,0,-1
Verona,Fiorentina,4,1,19,11,2017/2018,0,5,1338,3,8
Udinese,Genoa,1,0,9,15,2017/2018,0,1,1339,1,-6
Bologna,Napoli,1,3,12,2,2017/2018,0,4,1340,-2,10
Sampdoria,Roma,1,0,6,5,2017/2018,0,1,1341,1,1
Inter,SPAL 2013,1,1,4,18,2017/2018,0,2,1342,0,-14
Atalanta,Sassuolo,3,0,9,13,2017/2018,0,3,1343,3,-4
Benevento,Torino,0,3,20,10,2017/2018,0,3,1344,-3,10
Crotone,Inter,1,1,17,4,2017/2018,0,2,1345,0,13
Torino,Sampdoria,1,1,9,6,2017/2018,0,2,1346,0,3
Chievo,Atalanta,0,1,13,8,2017/2018,0,1,1347,-1,5
Napoli,Benevento,2,0,1,20,2017/2018,0,2,1348,2,-19
Fiorentina,Bologna,2,1,11,12,2017/2018,0,3,1349,1,-1
SPAL 2013,Cagliari,0,2,18,16,2017/2018,0,2,1350,-2,2
Sassuolo,Juventus,0,7,15,2,2017/2018,0,7,1351,-7,13
AC Milan,Udinese,1,1,8,10,2017/2018,0,2,1352,0,-2
Roma,Verona,1,0,5,19,2017/2018,0,1,1353,1,-14
Genoa,Lazio,2,1,16,3,2017/2018,0,3,1354,1,13
Juventus,Fiorentina,2,0,2,11,2017/2018,0,2,1355,2,-9
Atalanta,Crotone,1,1,7,17,2017/2018,0,2,1356,0,-10
Lazio,Napoli,1,4,3,2,2017/2018,0,5,1357,-3,1
AC Milan,SPAL 2013,4,0,8,18,2017/2018,0,4,1358,4,-10
Genoa,Chievo,1,0,13,15,2017/2018,0,1,1359,1,-2
Bologna,Inter,1,2,13,4,2017/2018,0,3,1360,-1,9
Benevento,Roma,2,5,20,5,2017/2018,0,7,1361,-3,15
Verona,Sampdoria,0,2,19,6,2017/2018,0,2,1362,-2,13
Cagliari,Sassuolo,0,0,14,16,2017/2018,0,0,1363,0,-2
Udinese,Torino,0,2,10,9,2017/2018,0,2,1364,-2,1
Cagliari,Chievo,1,2,14,16,2017/2018,0,3,1365,-1,-2
Inter,Genoa,0,2,3,12,2017/2018,0,2,1366,-2,-9
Roma,Udinese,2,0,4,10,2017/2018,0,2,1367,2,-6
Sampdoria,AC Milan,0,1,6,7,2017/2018,0,1,1368,-1,-1
Fiorentina,Atalanta,1,1,11,8,2017/2018,0,2,1369,0,3
Crotone,Benevento,2,3,17,20,2017/2018,0,5,1370,-1,-3
Sassuolo,Bologna,1,2,16,13,2017/2018,0,3,1371,-1,3
SPAL 2013,Napoli,0,1,18,1,2017/2018,0,1,1372,-1,17
Juventus,Torino,1,0,2,9,2017/2018,0,1,1373,1,-7
Verona,Lazio,0,2,19,5,2017/2018,0,2,1374,-2,14
Genoa,Bologna,0,2,12,13,2017/2018,0,2,1375,-2,-1
Benevento,Inter,0,2,20,5,2017/2018,0,2,1376,-2,15
SPAL 2013,Crotone,3,2,18,17,2017/2018,0,5,1377,1,1
Chievo,Fiorentina,0,1,15,12,2017/2018,0,1,1378,-1,3
AC Milan,Roma,2,0,7,4,2017/2018,0,2,1379,2,3
Udinese,Sampdoria,1,2,11,7,2017/2018,0,3,1380,-1,4
Lazio,Sassuolo,3,0,5,16,2017/2018,0,3,1381,3,-11
Torino,Verona,1,2,9,19,2017/2018,0,3,1382,-1,-10
Napoli,Cagliari,5,0,1,14,2017/2018,0,5,1383,5,-13
Juventus,Lazio,1,0,2,3,2017/2018,0,1,1384,1,-1
Roma,Napoli,4,2,5,1,2017/2018,0,6,1385,2,4
Bologna,SPAL 2013,0,1,12,18,2017/2018,0,1,1386,-1,-6
Torino,Roma,0,3,9,3,2017/2018,0,3,1387,-3,6
Chievo,Verona,0,1,15,19,2017/2018,0,1,1388,-1,-4
Atalanta,Bologna,1,0,8,12,2017/2018,0,1,1389,1,-4
Lazio,Cagliari,2,2,4,14,2017/2018,0,4,1390,0,-10
Sampdoria,Crotone,1,4,6,19,2017/2018,0,5,1391,-3,-13
Benevento,Fiorentina,0,1,20,10,2017/2018,0,1,1392,-1,10
AC Milan,Genoa,1,0,7,13,2017/2018,0,1,1393,1,-6
Napoli,Inter,0,0,1,5,2017/2018,0,0,1394,0,-4
Udinese,Juventus,0,2,11,2,2017/2018,0,2,1395,-2,9
SPAL 2013,Sassuolo,1,1,17,18,2017/2018,0,2,1396,0,-1
Atalanta,Juventus,0,2,8,1,2017/2018,0,2,1397,-2,7
Juventus,SPAL 2013,0,0,1,17,2017/2018,0,0,1398,0,-16
Sassuolo,Udinese,2,1,18,11,2017/2018,0,3,1399,1,7
Chievo,AC Milan,2,3,16,6,2017/2018,0,5,1400,-1,10
Cagliari,Benevento,2,1,15,20,2017/2018,0,3,1401,1,-5
Roma,Crotone,2,0,3,18,2017/2018,0,2,1402,2,-15
Bologna,Lazio,1,1,12,4,2017/2018,0,2,1403,0,8
Genoa,Napoli,0,1,13,2,2017/2018,0,1,1404,-1,11
Inter,Sampdoria,5,0,5,7,2017/2018,0,5,1405,5,-2
Fiorentina,Torino,2,1,9,10,2017/2018,0,3,1406,1,-1
Atalanta,Verona,5,0,8,19,2017/2018,0,5,1407,5,-11
Udinese,Atalanta,0,2,12,7,2017/2018,0,2,1408,-2,5
Roma,Bologna,1,1,3,11,2017/2018,0,2,1409,0,-8
Torino,Cagliari,4,0,10,14,2017/2018,0,4,1410,4,-4
Sampdoria,Chievo,1,2,8,16,2017/2018,0,3,1411,-1,-8
Crotone,Fiorentina,0,2,18,9,2017/2018,0,2,1412,-2,9
SPAL 2013,Genoa,1,1,17,13,2017/2018,0,2,1413,0,4
Verona,Inter,0,3,19,4,2017/2018,0,3,1414,-3,15
AC Milan,Juventus,1,3,6,1,2017/2018,0,4,1415,-2,5
Napoli,Sassuolo,1,1,2,16,2017/2018,0,2,1416,0,-14
Sampdoria,Atalanta,2,1,9,7,2017/2018,0,3,1417,1,2
Cagliari,Genoa,1,2,14,13,2017/2018,0,3,1418,-1,1
Fiorentina,Udinese,2,0,9,13,2017/2018,0,2,1419,2,-4
Inter,AC Milan,0,0,4,6,2017/2018,0,0,1420,0,-2
Verona,Benevento,0,3,19,20,2017/2018,0,3,1421,-3,-1
Sassuolo,Chievo,1,1,16,15,2017/2018,0,2,1422,0,1
Crotone,Torino,1,4,18,10,2017/2018,0,5,1423,-3,8
Juventus,Benevento,4,2,1,20,2017/2018,0,6,1424,2,-19
Fiorentina,Roma,2,0,8,3,2017/2018,0,2,1425,2,5
Atalanta,SPAL 2013,1,1,8,17,2017/2018,0,2,1426,0,-9
Genoa,Sampdoria,0,0,12,9,2017/2018,0,0,1427,0,3
Sassuolo,AC Milan,1,1,16,6,2017/2018,0,2,1428,0,10
Bologna,Crotone,0,1,11,18,2017/2018,0,1,1429,-1,-7
Chievo,Napoli,1,2,15,2,2017/2018,0,3,1430,-1,13
Inter,Torino,0,1,4,10,2017/2018,0,1,1431,-1,-6
Lazio,Udinese,2,1,5,13,2017/2018,0,3,1432,1,-8
Cagliari,Verona,0,1,15,19,2017/2018,0,1,1433,-1,-4
Inter,Atalanta,0,0,5,8,2017/2018,0,0,1434,0,-3
Udinese,Cagliari,1,2,13,16,2017/2018,0,3,1435,-1,-3
Torino,Chievo,0,0,10,16,2017/2018,0,0,1436,0,-6
Crotone,Genoa,0,1,18,11,2017/2018,0,1,1437,-1,7
Napoli,AC Milan,0,0,2,6,2017/2018,0,0,1438,0,-4
Verona,Bologna,0,2,19,12,2017/2018,0,2,1439,-2,7
SPAL 2013,Fiorentina,0,0,17,7,2017/2018,0,0,1440,0,10
Sampdoria,Juventus,0,3,9,1,2017/2018,0,3,1441,-3,8
Roma,Lazio,0,0,5,3,2017/2018,0,0,1442,0,2
Benevento,Sassuolo,2,2,20,16,2017/2018,0,4,1443,0,4
Cagliari,Inter,0,4,14,5,2017/2018,0,4,1444,-4,9
Atalanta,Benevento,3,0,8,20,2017/2018,0,3,1445,3,-12
Juventus,Crotone,1,1,1,18,2017/2018,0,2,1446,0,-17
Lazio,Fiorentina,4,3,4,8,2017/2018,0,7,1447,1,-4
Udinese,Napoli,2,4,13,2,2017/2018,0,6,1448,-2,11
Genoa,Roma,1,2,12,5,2017/2018,0,3,1449,-1,7
Chievo,SPAL 2013,0,0,16,17,2017/2018,0,0,1450,0,-1
Bologna,Sampdoria,0,1,11,9,2017/2018,0,1,1451,-1,2
AC Milan,Torino,1,1,6,10,2017/2018,0,2,1452,0,-4
Sassuolo,Verona,1,0,16,19,2017/2018,0,1,1453,1,-3
Benevento,AC Milan,1,0,20,6,2017/2018,0,1,1454,1,14
Roma,SPAL 2013,3,0,4,17,2017/2018,0,3,1455,3,-13
Fiorentina,Sassuolo,0,1,8,13,2017/2018,0,1,1456,-1,-5
Torino,Atalanta,1,2,10,7,2017/2018,0,3,1457,-1,3
Bologna,Cagliari,0,0,11,15,2017/2018,0,0,1458,0,-4
Inter,Chievo,2,1,5,16,2017/2018,0,3,1459,1,-11
Napoli,Juventus,1,0,2,1,2017/2018,0,1,1460,1,1
Sampdoria,Lazio,0,4,9,5,2017/2018,0,4,1461,-4,4
Crotone,Udinese,2,1,18,14,2017/2018,0,3,1462,1,4
Verona,Genoa,1,3,19,12,2017/2018,0,4,1463,-2,7
Juventus,Inter,3,2,1,5,2017/2018,0,5,1464,1,-4
Chievo,Roma,1,4,16,4,2017/2018,0,5,1465,-3,12
Genoa,Atalanta,1,3,11,6,2017/2018,0,4,1466,-2,5
Udinese,Benevento,3,3,14,20,2017/2018,0,6,1467,0,-6
AC Milan,Bologna,2,1,7,12,2017/2018,0,3,1468,1,-5
Sassuolo,Crotone,1,4,13,17,2017/2018,0,5,1469,-3,-4
Napoli,Fiorentina,0,3,2,8,2017/2018,0,3,1470,-3,-6
Cagliari,Sampdoria,1,4,16,9,2017/2018,0,5,1471,-3,7
Lazio,Torino,1,0,4,10,2017/2018,0,1,1472,1,-6
SPAL 2013,Verona,3,1,18,19,2017/2018,0,4,1473,2,-1
Verona,AC Milan,1,4,19,7,2017/2018,0,5,1474,-3,12
Bologna,Juventus,1,3,12,1,2017/2018,0,4,1475,-2,11
Roma,Cagliari,1,0,4,16,2017/2018,0,1,1476,1,-12
Crotone,Chievo,1,2,15,18,2017/2018,0,3,1477,-1,-3
Fiorentina,Genoa,3,2,8,11,2017/2018,0,5,1478,1,-3
Atalanta,Lazio,1,1,7,4,2017/2018,0,2,1479,0,3
Torino,Napoli,2,2,10,2,2017/2018,0,4,1480,0,8
Benevento,SPAL 2013,0,2,20,18,2017/2018,0,2,1481,-2,2
Sampdoria,Sassuolo,0,1,9,13,2017/2018,0,1,1482,-1,-4
Inter,Udinese,4,0,5,15,2017/2018,0,4,1483,4,-10
Genoa,Benevento,0,1,11,20,2017/2018,0,1,1484,-1,-9
Sassuolo,Inter,2,1,12,5,2017/2018,0,3,1485,1,7
AC Milan,Atalanta,1,1,6,7,2017/2018,0,2,1486,0,-1
Chievo,Bologna,2,1,16,13,2017/2018,0,3,1487,1,3
Lazio,Crotone,2,2,4,17,2017/2018,0,4,1488,0,-13
Cagliari,Fiorentina,1,0,18,8,2017/2018,0,1,1489,1,10
Juventus,Roma,0,0,1,3,2017/2018,0,0,1490,0,-2
Napoli,Sampdoria,2,0,2,9,2017/2018,0,2,1491,2,-7
SPAL 2013,Torino,1,2,16,10,2017/2018,0,3,1492,-1,6
Udinese,Verona,1,0,18,19,2017/2018,0,1,1493,1,-1
Verona,Juventus,1,2,19,1,2017/2018,0,3,1494,-1,18
Fiorentina,AC Milan,1,5,8,6,2017/2018,0,6,1495,-4,2
Atalanta,Cagliari,0,1,7,16,2017/2018,0,1,1496,-1,-9
Benevento,Chievo,0,1,20,16,2017/2018,0,1,1497,-1,4
Torino,Genoa,2,1,10,12,2017/2018,0,3,1498,1,-2
Inter,Lazio,3,2,5,4,2017/2018,0,5,1499,1,1
Crotone,Napoli,1,2,18,2,2017/2018,0,3,1500,-1,16
Sampdoria,SPAL 2013,1,3,10,17,2017/2018,0,4,1501,-2,-7
Roma,Sassuolo,1,0,3,11,2017/2018,0,1,1502,1,-8
Bologna,Udinese,0,1,14,17,2017/2018,0,1,1503,-1,-3
Juventus,Chievo,3,2,11,5,2018/2019,0,5,1504,1,6
Napoli,Lazio,2,1,12,11,2018/2019,0,3,1505,1,1
SPAL 2013,Bologna,1,0,14,5,2018/2019,0,1,1506,1,9
Cagliari,Empoli,0,2,6,7,2018/2019,0,2,1507,-2,-1
Udinese,Parma Calcio 1913,2,2,16,11,2018/2019,0,4,1508,0,5
Inter,Sassuolo,0,1,12,15,2018/2019,0,1,1509,-1,-3
Roma,Torino,1,0,13,15,2018/2019,0,1,1510,1,-2
Frosinone,Atalanta,0,4,12,10,2018/2019,0,4,1511,-4,2
Lazio,Juventus,0,2,17,3,2018/2019,0,2,1512,-2,14
AC Milan,Napoli,2,3,10,4,2018/2019,0,5,1513,-1,6
Sassuolo,Cagliari,2,2,7,18,2018/2019,0,4,1514,0,-11
Chievo,Fiorentina,1,6,16,11,2018/2019,0,7,1515,-5,5
Bologna,Frosinone,0,0,15,19,2018/2019,0,0,1516,0,-4
Empoli,Genoa,1,2,6,14,2018/2019,0,3,1517,-1,-8
Torino,Inter,2,2,18,17,2018/2019,0,4,1518,0,1
Parma Calcio 1913,SPAL 2013,0,1,10,9,2018/2019,0,1,1519,-1,1
Sampdoria,Udinese,0,1,17,10,2018/2019,0,1,1520,-1,7
Atalanta,Roma,3,3,7,10,2018/2019,0,6,1521,0,-3
Roma,AC Milan,1,2,5,17,2018/2019,0,3,1522,-1,-12
Inter,Bologna,3,0,13,12,2018/2019,0,3,1523,3,1
Juventus,Parma Calcio 1913,2,1,1,13,2018/2019,0,3,1524,1,-12
Cagliari,Atalanta,1,0,14,4,2018/2019,0,1,1525,1,10
Empoli,Chievo,0,0,11,20,2018/2019,0,0,1526,0,-9
Udinese,Fiorentina,0,1,8,11,2018/2019,0,1,1527,-1,-3
Frosinone,Lazio,0,1,17,20,2018/2019,0,1,1528,-1,-3
Napoli,Sampdoria,0,3,3,20,2018/2019,0,3,1529,-3,-17
SPAL 2013,Torino,0,1,4,16,2018/2019,0,1,1530,-1,-12
Sampdoria,Frosinone,5,0,13,19,2018/2019,0,5,1531,5,-6
Parma Calcio 1913,Inter,1,0,17,8,2018/2019,0,1,1532,1,9
Fiorentina,Napoli,0,1,4,6,2018/2019,0,1,1533,-1,-2
AC Milan,Cagliari,1,1,15,13,2018/2019,0,2,1534,0,2
Lazio,Empoli,1,0,17,9,2018/2019,0,1,1535,1,8
Bologna,Genoa,0,1,18,17,2018/2019,0,1,1536,-1,1
Sassuolo,Juventus,1,2,3,1,2018/2019,0,3,1537,-1,2
Chievo,Roma,2,2,19,14,2018/2019,0,4,1538,0,5
Torino,Udinese,1,1,15,16,2018/2019,0,2,1539,0,-1
Atalanta,SPAL 2013,0,2,13,6,2018/2019,0,2,1540,-2,7
Fiorentina,Sampdoria,1,1,6,5,2018/2019,0,2,1541,0,1
Empoli,Sassuolo,1,3,16,6,2018/2019,0,4,1542,-2,10
SPAL 2013,Fiorentina,0,3,3,6,2018/2019,0,3,1543,-3,-3
Cagliari,Parma Calcio 1913,0,2,12,16,2018/2019,0,2,1544,-2,-4
Inter,Sampdoria,1,0,15,6,2018/2019,0,1,1545,1,9
Atalanta,AC Milan,2,2,15,16,2018/2019,0,4,1546,0,-1
Roma,Bologna,0,2,13,19,2018/2019,0,2,1547,-2,-6
Udinese,Chievo,2,0,14,19,2018/2019,0,2,1548,2,-5
Juventus,Frosinone,2,0,1,20,2018/2019,0,2,1549,2,-19
Genoa,Lazio,1,4,10,11,2018/2019,0,5,1550,-3,-1
Napoli,Torino,3,1,5,14,2018/2019,0,4,1551,2,-9
Fiorentina,Inter,1,2,3,9,2018/2019,0,3,1552,-1,-6
Torino,Atalanta,0,0,15,12,2018/2019,0,0,1553,0,3
Sampdoria,Cagliari,0,0,9,16,2018/2019,0,0,1554,0,-7
Chievo,Genoa,0,2,19,14,2018/2019,0,2,1555,-2,5
Bologna,Juventus,0,2,18,1,2018/2019,0,2,1556,-2,17
Parma Calcio 1913,Napoli,0,3,11,2,2018/2019,0,3,1557,-3,9
Frosinone,Roma,0,4,20,16,2018/2019,0,4,1558,-4,4
Lazio,Udinese,2,1,6,11,2018/2019,0,3,1559,1,-5
AC Milan,Empoli,1,1,16,17,2018/2019,0,2,1560,0,-1
Sassuolo,SPAL 2013,2,0,5,7,2018/2019,0,2,1561,2,-2
Cagliari,Inter,0,2,16,6,2018/2019,0,2,1562,-2,10
Napoli,Juventus,1,3,2,1,2018/2019,0,4,1563,-2,1
Lazio,Roma,1,3,5,10,2018/2019,0,4,1564,-2,-5
Udinese,Bologna,1,2,11,18,2018/2019,0,3,1565,-1,-7
Torino,Chievo,1,0,16,19,2018/2019,0,1,1566,1,-3
Atalanta,Fiorentina,0,2,15,7,2018/2019,0,2,1567,-2,8
Genoa,Frosinone,2,1,8,20,2018/2019,0,3,1568,1,-12
Empoli,Parma Calcio 1913,0,1,18,13,2018/2019,0,1,1569,-1,5
AC Milan,Sassuolo,4,1,15,4,2018/2019,0,5,1570,3,11
SPAL 2013,Sampdoria,1,2,12,13,2018/2019,0,3,1571,-1,-1
Frosinone,Torino,2,3,20,12,2018/2019,0,5,1572,-1,8
Bologna,Cagliari,0,2,15,17,2018/2019,0,2,1573,-2,-2
Roma,Empoli,2,0,10,18,2018/2019,0,2,1574,2,-8
Juventus,Udinese,2,0,1,15,2018/2019,0,2,1575,2,-14
Chievo,AC Milan,1,3,19,12,2018/2019,0,4,1576,-2,7
Sampdoria,Atalanta,1,0,11,17,2018/2019,0,1,1577,1,-6
Parma Calcio 1913,Genoa,3,1,12,10,2018/2019,0,4,1578,2,2
Fiorentina,Lazio,0,1,5,10,2018/2019,0,1,1579,-1,-5
Sassuolo,Napoli,0,2,8,2,2018/2019,0,2,1580,-2,6
Inter,SPAL 2013,2,1,7,14,2018/2019,0,3,1581,1,-7
Genoa,Juventus,1,1,12,1,2018/2019,0,2,1582,0,11
SPAL 2013,Roma,2,0,14,6,2018/2019,0,2,1583,2,8
Napoli,Udinese,3,0,2,15,2018/2019,0,3,1584,3,-13
Torino,Bologna,2,2,12,16,2018/2019,0,4,1585,0,-4
Atalanta,Chievo,5,1,17,19,2018/2019,0,6,1586,4,-2
Cagliari,Fiorentina,1,1,15,7,2018/2019,0,2,1587,0,8
Empoli,Frosinone,3,3,18,20,2018/2019,0,6,1588,0,-2
AC Milan,Inter,0,1,12,3,2018/2019,0,1,1589,-1,9
Lazio,Parma Calcio 1913,2,0,4,8,2018/2019,0,2,1590,2,-4
Sassuolo,Sampdoria,0,0,8,6,2018/2019,0,0,1591,0,2
Parma Calcio 1913,Atalanta,0,3,10,15,2018/2019,0,3,1592,-3,-5
Juventus,Empoli,2,1,1,18,2018/2019,0,3,1593,1,-17
Fiorentina,Torino,1,1,6,9,2018/2019,0,2,1594,0,-3
Sampdoria,AC Milan,2,3,6,13,2018/2019,0,5,1595,-1,-7
Chievo,Cagliari,1,2,19,15,2018/2019,0,3,1596,-1,4
Udinese,Genoa,2,2,16,12,2018/2019,0,4,1597,0,4
Roma,Napoli,1,1,8,2,2018/2019,0,2,1598,0,6
Frosinone,SPAL 2013,3,0,20,15,2018/2019,0,3,1599,3,5
Bologna,Sassuolo,2,2,17,9,2018/2019,0,4,1600,0,8
Inter,Lazio,3,0,3,4,2018/2019,0,3,1601,3,-1
Genoa,AC Milan,1,2,11,7,2018/2019,0,3,1602,-1,4
Empoli,Napoli,1,5,18,3,2018/2019,0,6,1603,-4,15
Roma,Fiorentina,1,1,8,6,2018/2019,0,2,1604,0,2
Genoa,Inter,0,5,11,3,2018/2019,0,5,1605,-5,8
Cagliari,Juventus,1,3,12,1,2018/2019,0,4,1606,-2,11
Atalanta,Bologna,2,1,14,17,2018/2019,0,3,1607,1,-3
Sassuolo,Chievo,2,0,10,20,2018/2019,0,2,1608,2,-10
SPAL 2013,Lazio,1,4,15,6,2018/2019,0,5,1609,-3,9
Frosinone,Parma Calcio 1913,0,0,19,14,2018/2019,0,0,1610,0,5
Torino,Sampdoria,4,1,11,9,2018/2019,0,5,1611,3,2
AC Milan,Udinese,1,0,5,16,2018/2019,0,1,1612,1,-11
Fiorentina,Frosinone,1,1,8,19,2018/2019,0,2,1613,0,-11
Napoli,Genoa,2,1,3,13,2018/2019,0,3,1614,1,-10
Cagliari,SPAL 2013,2,2,14,15,2018/2019,0,4,1615,0,-1
Parma Calcio 1913,Torino,2,1,13,8,2018/2019,0,3,1616,1,5
Juventus,AC Milan,2,0,1,4,2018/2019,0,2,1617,2,-3
Inter,Atalanta,1,4,3,11,2018/2019,0,5,1618,-3,-8
Bologna,Chievo,2,2,17,20,2018/2019,0,4,1619,0,-3
Udinese,Empoli,1,2,17,19,2018/2019,0,3,1620,-1,-2
Sampdoria,Roma,1,4,12,11,2018/2019,0,5,1621,-3,1
Lazio,Sassuolo,1,1,5,8,2018/2019,0,2,1622,0,-3
Frosinone,Inter,0,3,19,3,2018/2019,0,3,1623,-3,16
SPAL 2013,Juventus,0,2,15,1,2018/2019,0,2,1624,-2,14
Roma,Udinese,0,1,6,17,2018/2019,0,1,1625,-1,-11
Fiorentina,Bologna,0,0,9,17,2018/2019,0,0,1626,0,-8
Atalanta,Empoli,2,3,8,18,2018/2019,0,5,1627,-1,-10
Sampdoria,Genoa,1,1,12,14,2018/2019,0,2,1628,0,-2
AC Milan,Lazio,1,1,5,4,2018/2019,0,2,1629,0,1
Chievo,Napoli,0,0,20,3,2018/2019,0,0,1630,0,17
Sassuolo,Parma Calcio 1913,1,2,7,11,2018/2019,0,3,1631,-1,-4
Torino,Cagliari,0,0,11,14,2018/2019,0,0,1632,0,-3
Juventus,Fiorentina,3,0,1,10,2018/2019,0,3,1633,3,-9
Empoli,SPAL 2013,2,2,17,15,2018/2019,0,4,1634,0,2
Bologna,Sampdoria,1,4,18,12,2018/2019,0,5,1635,-3,6
Parma Calcio 1913,AC Milan,1,2,6,5,2018/2019,0,3,1636,-1,1
Lazio,Chievo,1,1,5,20,2018/2019,0,2,1637,0,-15
Cagliari,Frosinone,1,1,13,19,2018/2019,0,2,1638,0,-6
Inter,Roma,2,2,3,7,2018/2019,0,4,1639,0,-4
Udinese,Sassuolo,0,0,17,9,2018/2019,0,0,1640,0,8
Genoa,Torino,1,2,14,12,2018/2019,0,3,1641,-1,2
Napoli,Atalanta,2,1,3,11,2018/2019,0,3,1642,1,-8
Inter,Juventus,0,1,3,1,2018/2019,0,1,1643,-1,2
Roma,Cagliari,2,2,7,13,2018/2019,0,4,1644,0,-6
Sampdoria,Lazio,2,2,10,5,2018/2019,0,4,1645,0,5
Frosinone,Napoli,0,4,19,2,2018/2019,0,4,1646,-4,17
Torino,AC Milan,0,0,7,4,2018/2019,0,0,1647,0,3
Bologna,Empoli,1,2,18,17,2018/2019,0,3,1648,-1,1
SPAL 2013,Genoa,1,1,16,15,2018/2019,0,2,1649,0,1
Chievo,Parma Calcio 1913,1,1,20,10,2018/2019,0,2,1650,0,10
Fiorentina,Sassuolo,3,3,12,10,2018/2019,0,6,1651,0,2
Atalanta,Udinese,3,1,12,17,2018/2019,0,4,1652,2,-5
Udinese,Inter,0,1,17,3,2018/2019,0,1,1653,-1,14
Juventus,Torino,1,0,1,6,2018/2019,0,1,1654,1,-5
Napoli,Cagliari,1,0,2,13,2018/2019,0,1,1655,1,-11
Empoli,Fiorentina,1,3,14,12,2018/2019,0,4,1656,-2,2
Sassuolo,Frosinone,2,0,10,19,2018/2019,0,2,1657,2,-9
Genoa,Roma,2,3,15,10,2018/2019,0,5,1658,-1,5
Chievo,SPAL 2013,0,0,20,16,2018/2019,0,0,1659,0,4
Parma Calcio 1913,Sampdoria,0,2,11,12,2018/2019,0,2,1660,-2,-1
Lazio,Atalanta,0,1,5,11,2018/2019,0,1,1661,-1,-6
AC Milan,Bologna,0,0,4,18,2018/2019,0,0,1662,0,-14
Fiorentina,AC Milan,1,0,10,4,2018/2019,0,1,1663,1,6
Inter,Chievo,1,1,3,20,2018/2019,0,2,1664,0,-17
Sampdoria,Empoli,4,2,10,14,2018/2019,0,6,1665,2,-4
Atalanta,Genoa,1,3,8,16,2018/2019,0,4,1666,-2,-8
Roma,Juventus,0,1,9,1,2018/2019,0,1,1667,-1,8
Cagliari,Lazio,1,3,14,7,2018/2019,0,4,1668,-2,7
SPAL 2013,Napoli,0,1,15,2,2018/2019,0,1,1669,-1,13
Bologna,Parma Calcio 1913,0,0,18,12,2018/2019,0,0,1670,0,6
Torino,Sassuolo,1,1,11,10,2018/2019,0,2,1671,0,1
Frosinone,Udinese,1,1,20,17,2018/2019,0,2,1672,0,3
Juventus,Atalanta,2,2,1,9,2018/2019,0,4,1673,0,-8
Lazio,Bologna,2,0,4,18,2018/2019,0,2,1674,2,-14
Genoa,Cagliari,0,1,13,14,2018/2019,0,1,1675,-1,-1
Parma Calcio 1913,Fiorentina,1,0,12,8,2018/2019,0,1,1676,1,4
AC Milan,Frosinone,0,0,5,19,2018/2019,0,0,1677,0,-14
Napoli,Inter,0,1,2,3,2018/2019,0,1,1678,-1,-1
Sassuolo,Roma,1,3,9,11,2018/2019,0,4,1679,-2,-2
Udinese,SPAL 2013,0,0,17,16,2018/2019,0,0,1680,0,1
Chievo,Sampdoria,0,2,20,7,2018/2019,0,2,1681,-2,13
Empoli,Torino,0,3,16,12,2018/2019,0,3,1682,-3,4
SPAL 2013,AC Milan,1,2,15,6,2018/2019,0,3,1683,-1,9
Frosinone,Chievo,0,1,19,20,2018/2019,0,1,1684,-1,-1
Inter,Empoli,1,0,3,16,2018/2019,0,1,1685,1,-13
Fiorentina,Genoa,0,0,10,14,2018/2019,0,0,1686,0,-4
Sampdoria,Juventus,1,2,6,1,2018/2019,0,3,1687,-1,5
Torino,Lazio,1,1,9,4,2018/2019,0,2,1688,0,5
Bologna,Napoli,2,3,18,2,2018/2019,0,5,1689,-1,16
Roma,Parma Calcio 1913,2,0,7,12,2018/2019,0,2,1690,2,-5
Cagliari,Udinese,0,2,13,17,2018/2019,0,2,1691,-2,-4
Sassuolo,Inter,0,0,11,3,2018/2019,0,0,1692,0,8
Torino,Roma,2,3,9,6,2018/2019,0,5,1693,-1,3
Parma Calcio 1913,Udinese,2,1,12,15,2018/2019,0,3,1694,1,-3
Empoli,Cagliari,2,2,17,13,2018/2019,0,4,1695,0,4
Sampdoria,Fiorentina,3,3,7,11,2018/2019,0,6,1696,0,-4
Atalanta,Frosinone,5,0,8,20,2018/2019,0,5,1697,5,-12
Lazio,Napoli,1,2,5,2,2018/2019,0,3,1698,-1,3
Bologna,SPAL 2013,1,1,18,16,2018/2019,0,2,1699,0,2
AC Milan,Genoa,2,0,7,14,2018/2019,0,2,1700,2,-7
